Priorité,Entreprise,Département,Fonction Cible,Description Poste,Lien Recherche LinkedIn,Localisation Prioritaire,Salaire Estimé,Statut Contact,Date Prise Contact,Follow-up 1,Follow-up 2,Notes
P1,Richemont,HR & Recrutement,VP Group Talent Richemont,VP Talent Groupe,https://www.linkedin.com/search/results/people/?keywords=VP%20Group%20Talent%20Richemont&origin=GLOBAL_SEARCH_HEADER,Genève,€150k,A Contacter,,,Siège Suisse
P1,Richemont,Marques,Head of HR Cartier,HR Director Cartier,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Cartier&origin=GLOBAL_SEARCH_HEADER,Paris,€135k,A Contacter,,,Joaillerie prestige
P1,Richemont,Retail,Regional Director Richemont Asia,Directeur Régional,https://www.linkedin.com/search/results/people/?keywords=Regional%20Director%20Richemont%20Asia&origin=GLOBAL_SEARCH_HEADER,Singapour/Hong Kong,€150k,A Contacter,,,Expansion Asie
P1,Richemont,Retail,Store Manager Cartier,Manager Boutique Cartier,https://www.linkedin.com/search/results/people/?keywords=Store%20Manager%20Cartier&origin=GLOBAL_SEARCH_HEADER,Paris/Dubai/Tokyo,€115k,A Contacter,,,Prestige élevé
P1,Chanel,HR & Recrutement,Head of Recruitment Chanel,Directeur Recrutement,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20Recruitment%20Chanel&origin=GLOBAL_SEARCH_HEADER,Paris,€140k,A Contacter,,,Très privé - réseaux
P1,Chanel,Retail,Store Manager Chanel,Directeur Boutique,https://www.linkedin.com/search/results/people/?keywords=Store%20Manager%20Chanel&origin=GLOBAL_SEARCH_HEADER,Paris/Dubai/Shanghai,€120k,A Contacter,,,Prestige maximum
P1,Dior,HR & Recrutement,Head of HR Dior,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Dior&origin=GLOBAL_SEARCH_HEADER,Paris,€140k,A Contacter,,,Part LVMH
P1,Dior,Retail,VP Retail Dior,VP Ventes Retail,https://www.linkedin.com/search/results/people/?keywords=VP%20Retail%20Dior&origin=GLOBAL_SEARCH_HEADER,Paris,€145k,A Contacter,,,Flagship stores
P1,Saint Laurent,HR & Recrutement,Head of Recruitment Saint Laurent,Directeur Recrutement,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20Recruitment%20Saint%20Laurent&origin=GLOBAL_SEARCH_HEADER,Paris,€125k,A Contacter,,,Croissance forte
P1,L'Oréal Luxe,HR & Recrutement,VP Talent L'Oréal,VP Talent,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20L'Oréal&origin=GLOBAL_SEARCH_HEADER,Paris,€130k,A Contacter,,,L'Oréal recrute beaucoup
P1,L'Oréal Luxe,Digital,Head of E-Commerce L'Oréal,Directeur E-Commerce,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20E-Commerce%20L'Oréal&origin=GLOBAL_SEARCH_HEADER,Paris,€125k,A Contacter,,,Beauté digitale
P1,L'Oréal Luxe,Marques,HR Manager Lancôme,Manager RH Lancôme,https://www.linkedin.com/search/results/people/?keywords=HR%20Manager%20Lancôme&origin=GLOBAL_SEARCH_HEADER,Paris,€100k,A Contacter,,,Marque importante
P1,Estée Lauder,HR & Recrutement,VP Talent Estée Lauder,VP Talent Acquisition,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Acquisition%20Estée%20Lauder&origin=GLOBAL_SEARCH_HEADER,New York,€140k,A Contacter,,,Siège USA
P1,Estée Lauder,Digital,Head of E-Commerce Estée Lauder,Directeur E-Commerce,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20E-Commerce%20Estée%20Lauder&origin=GLOBAL_SEARCH_HEADER,New York,€130k,A Contacter,,,Beauty e-commerce
P2,Accor Luxury,HR & Recrutement,VP Talent Accor,VP Talent Groupe,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Accor&origin=GLOBAL_SEARCH_HEADER,Paris,€135k,A Contacter,,,Hôtellerie luxe
P2,Accor Luxury,Opérations,General Manager Raffles,Directeur Général Hôtel,https://www.linkedin.com/search/results/people/?keywords=General%20Manager%20Raffles&origin=GLOBAL_SEARCH_HEADER,Singapour/Bangkok/Paris,€150k,A Contacter,,,Expansion forte
P2,Accor Luxury,Opérations,Director of Operations Accor,Directeur Opérations,https://www.linkedin.com/search/results/people/?keywords=Director%20of%20Operations%20Accor&origin=GLOBAL_SEARCH_HEADER,Paris,€140k,A Contacter,,,Recrutement urgent
P2,Marriott Luxury,HR & Recrutement,VP Talent Marriott,VP Talent,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Marriott&origin=GLOBAL_SEARCH_HEADER,Washington DC,€140k,A Contacter,,,Siège Marriott
P2,Marriott Luxury,Opérations,General Manager Ritz-Carlton,Directeur Général Ritz,https://www.linkedin.com/search/results/people/?keywords=General%20Manager%20Ritz-Carlton&origin=GLOBAL_SEARCH_HEADER,Hong Kong/Dubai/Paris,€160k,A Contacter,,,Très bien rémunéré
P2,Marriott Luxury,Développement,Director of Development Marriott,Directeur Développement,https://www.linkedin.com/search/results/people/?keywords=Director%20of%20Development%20Marriott&origin=GLOBAL_SEARCH_HEADER,Washington DC,€145k,A Contacter,,,Nouveaux projets
P2,Moncler,HR & Recrutement,VP Talent Moncler,VP Talent,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Moncler&origin=GLOBAL_SEARCH_HEADER,Milan,€135k,A Contacter,,,Croissance +10%
P2,Moncler,Retail,Regional Director Moncler,Directeur Régional,https://www.linkedin.com/search/results/people/?keywords=Regional%20Director%20Moncler&origin=GLOBAL_SEARCH_HEADER,Shanghai/Milan,€140k,A Contacter,,,Expansion rapide
P2,Moncler,Retail,VP Retail Moncler,VP Ventes,https://www.linkedin.com/search/results/people/?keywords=VP%20Retail%20Moncler&origin=GLOBAL_SEARCH_HEADER,Milan,€145k,A Contacter,,,Leader marché
P2,Prada,HR & Recrutement,Head of HR Prada,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Prada&origin=GLOBAL_SEARCH_HEADER,Milan,€135k,A Contacter,,,Maison italienne
P2,Prada,Retail,VP Retail Prada,VP Ventes,https://www.linkedin.com/search/results/people/?keywords=VP%20Retail%20Prada&origin=GLOBAL_SEARCH_HEADER,Milan/Shanghai,€140k,A Contacter,,,Expansion
P2,Burberry,HR & Recrutement,VP Talent Burberry,VP Talent,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Burberry&origin=GLOBAL_SEARCH_HEADER,London,€130k,A Contacter,,,Focus digital
P2,Burberry,Digital,Head of E-Commerce Burberry,Directeur E-Commerce,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20E-Commerce%20Burberry&origin=GLOBAL_SEARCH_HEADER,London,€125k,A Contacter,,,Burberry digitale
P2,Brunello Cucinelli,HR & Recrutement,Head of HR Brunello Cucinelli,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Brunello%20Cucinelli&origin=GLOBAL_SEARCH_HEADER,Perugia,€125k,A Contacter,,,Croissance stable
P2,Céline,HR & Recrutement,HR Director Céline,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=HR%20Director%20Céline&origin=GLOBAL_SEARCH_HEADER,Paris,€120k,A Contacter,,,Nouvelle direction
P2,Céline,Retail,Store Manager Céline,Manager Boutique,https://www.linkedin.com/search/results/people/?keywords=Store%20Manager%20Céline&origin=GLOBAL_SEARCH_HEADER,Paris/Asia,€110k,A Contacter,,,Prestige LVMH
P3,Ferrari,HR & Recrutement,VP Talent Ferrari,VP Talent,https://www.linkedin.com/search/results/people/?keywords=VP%20Talent%20Ferrari&origin=GLOBAL_SEARCH_HEADER,Modena,€140k,A Contacter,,,Niche automobile
P3,Ferrari,Ventes,Regional Director Ferrari,Directeur Régional,https://www.linkedin.com/search/results/people/?keywords=Regional%20Director%20Ferrari&origin=GLOBAL_SEARCH_HEADER,Dubai/Shanghai,€155k,A Contacter,,,Clients UHNW
P3,Rolls-Royce,HR & Recrutement,Head of HR Rolls-Royce,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Rolls-Royce&origin=GLOBAL_SEARCH_HEADER,Goodwood,€135k,A Contacter,,,Ultra-luxe
P3,Rolls-Royce,Ventes,VP Sales Rolls-Royce,VP Ventes,https://www.linkedin.com/search/results/people/?keywords=VP%20Sales%20Rolls-Royce&origin=GLOBAL_SEARCH_HEADER,London/Dubai,€160k,A Contacter,,,Très fermé
P3,Cartier,HR & Recrutement,HR Director Cartier,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=HR%20Director%20Cartier&origin=GLOBAL_SEARCH_HEADER,Paris,€130k,A Contacter,,,Joaillerie fine
P3,Cartier,Retail,Store Manager Cartier,Manager Boutique,https://www.linkedin.com/search/results/people/?keywords=Store%20Manager%20Cartier&origin=GLOBAL_SEARCH_HEADER,Paris/Tokyo/Dubai,€120k,A Contacter,,,Prestige élevé
P3,Bvlgari,HR & Recrutement,HR Manager Bvlgari,Manager RH,https://www.linkedin.com/search/results/people/?keywords=HR%20Manager%20Bvlgari&origin=GLOBAL_SEARCH_HEADER,Rome/Paris,€120k,A Contacter,,,Part LVMH
P3,Bvlgari,Retail,Store Manager Bvlgari,Manager Boutique,https://www.linkedin.com/search/results/people/?keywords=Store%20Manager%20Bvlgari&origin=GLOBAL_SEARCH_HEADER,Rome/Paris/Asia,€115k,A Contacter,,,Expansion
P3,Rolex,HR & Recrutement,Head of HR Rolex,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=Head%20of%20HR%20Rolex&origin=GLOBAL_SEARCH_HEADER,Geneva,€125k,A Contacter,,,Très fermé
P3,Rolex,Retail,Boutique Manager Rolex,Manager Boutique,https://www.linkedin.com/search/results/people/?keywords=Boutique%20Manager%20Rolex&origin=GLOBAL_SEARCH_HEADER,Geneva/Hong Kong,€110k,A Contacter,,,Prestige extrême
P3,Graff Diamonds,Ventes,Sales Director Graff Diamonds,Directeur Ventes,https://www.linkedin.com/search/results/people/?keywords=Sales%20Director%20Graff%20Diamonds&origin=GLOBAL_SEARCH_HEADER,London/Dubai,€130k,A Contacter,,,Joaillerie fine
P3,Alexander McQueen,HR & Recrutement,HR Director Alexander McQueen,Directeur RH,https://www.linkedin.com/search/results/people/?keywords=HR%20Director%20Alexander%20McQueen&origin=GLOBAL_SEARCH_HEADER,London,€120k,A Contacter,,,Mode luxe
P3,Alexander McQueen,Retail,Regional Director Alexander McQueen,Directeur Régional,https://www.linkedin.com/search/results/people/?keywords=Regional%20Director%20Alexander%20McQueen&origin=GLOBAL_SEARCH_HEADER,London/Asia,€135k,A Contacter,,,Croissance
